Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.845565995362044, 20.341241997175658;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.815306843352, 20.248025070326324;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81818199500833, 20.29385899827043;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2013-07-01
63.80077659274452, 20.354628933421335;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2020-11-19
63.831257510012485, 20.22920730328788;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84433863896244, 20.308677269663274;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2015-08-30
63.844267597758865, 20.28545191178228;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-06-30
63.82985159961685, 20.274910100866467;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.8439301830725, 20.31456517732525;Lövträd;Juglans Nigra;Svart Valnöt;Parkträd;2022-05-22
63.82769056315087, 20.261714343463257;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.809555424308165, 20.380199006148413;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.81877431688032, 20.265495822633305;Lövträd;Salix Alba;Vitpil;Parkträd;
63.849132271821425, 20.30607695904378;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83126718868308, 20.27732912418836;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82307099539245, 20.2659689973372;Lövträd;Prunus Cerasifera;Körsbärsplommon;Parkträd;2015-08-05
63.827624573007185, 20.289703929400744;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82539743140139, 20.278297510725434;Lövträd;Betula Pendula Savolaksie;Vårtbjörk Savolaksie;Gatuträd;2012-10-31
63.811736148019165, 20.314499491767013;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81296402931718, 20.304464034741123;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83944288994694, 20.21317293036866;Lövträd;Betula Sp.;Björk;Parkträd;
63.812454806989194, 20.29433755516567;Lövträd;Betula Sp.;Björk;Parkträd;
63.83870301773347, 20.168283629307147;Lövträd;Prunus Padus;Hägg;Parkträd;
63.846090992940056, 20.34184099827761;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.85328143513931, 20.32867085647707;Lövträd;Betula Sp.;Björk;Parkträd;
63.822708884904756, 20.25336270766345;Lövträd;Betula Sp.;Björk;Parkträd;
63.812344833903225, 20.298439043760634;Lövträd;Betula Sp.;Björk;Parkträd;
63.83222304532467, 20.241931995982775;Lövträd;Betula Sp.;Björk;Parkträd;
63.86256965841114, 20.33813288631089;Barrträd;Picea Abies;Gran;Parkträd;
63.82024473586053, 20.24883279078069;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2010-07-01
63.79789942574685, 20.319625934422817;Lövträd;Betula Sp.;Björk;Parkträd;
63.80065854892345, 20.319989955387047;Lövträd;Sorbus Aucuparia;Vårtbjörk;Parkträd;
63.87624153924006, 20.30615297167969;Lövträd;Betula Sp.;Björk;Parkträd;
63.87648389277819, 20.30635940029467;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80946021331629, 20.313858667452898;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.84542999402916, 20.341497996400573;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.83681347420828, 20.265981747021318;Lövträd;Betula Sp.;Björk;Parkträd;
63.820145436626085, 20.205970121773994;Lövträd;Betula Sp.;Björk;Parkträd;
63.83598212271855, 20.203730508979742;Lövträd;Betula Sp.;Björk;Parkträd;
63.824538793038805, 20.258238024884058;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83659591297101, 20.26497598313529;Lövträd;Betula Sp.;Björk;Parkträd;
63.837947813072795, 20.16410835627708;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.831984304613684, 20.239395750824652;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83054030354455, 20.275015775912905;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83272164275232, 20.23128911762336;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2011-07-01
63.832289405654905, 20.236622503939046;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.714516922854195, 20.362545717552944;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83796898323496, 20.31784024963204;Lövträd;Betula Sp.;Björk;Parkträd;
63.83377787242164, 20.320304292763375;Lövträd;Betula Sp.;Björk;Parkträd;
63.83748841766568, 20.22099692933753;Lövträd;Betula Sp.;Björk;Parkträd;
63.81300755028305, 20.21211103767739;Lövträd;Betula Sp.;Björk;Parkträd;
63.79100399198503, 20.31300970145393;Lövträd;Populus Tremula;Asp;Parkträd;2009-09-01
63.818163995324355, 20.323468997555416;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2013-07-01
63.85026657605928, 20.296969735814272;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82319099637992, 20.266044998414824;Barrträd;Pinus Sibirica;Sibirisk Cembratall;Parkträd;2015-08-05
63.84429499560041, 20.340203997712507;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.72240699395344, 20.388653997319892;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.86301749272151, 20.338246354129236;Lövträd;Betula Sp.;Björk;Parkträd;
63.843957285708555, 20.315330928846013;Lövträd;Juglans Nigra;Svart Valnöt;Parkträd;2022-05-22
63.83094406494475, 20.276017719568493;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.844426995271554, 20.320926997593745;Lövträd;Acer Platanoides;Skogslönn;Parkträd;2012-07-01
63.82796094508435, 20.26673407831994;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83677591271039, 20.272492278365846;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831564538228825, 20.241539047274642;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83191772261395, 20.253326100006895;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.8463943156689, 20.304278836210244;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70805968821935, 20.365090178513363;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.83823386293399, 20.18161904530602;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80105837735595, 20.314557117380758;Lövträd;Betula Sp.;Björk;Parkträd;
63.83262274756347, 20.241601909928274;Lövträd;Betula Sp.;Björk;Parkträd;
63.83533935196784, 20.2468420920629;Lövträd;Prunus Maackii Amber Beauty;Näverhägg;Parkträd;
63.823852995679154, 20.244313996564347;Lövträd;Aesculus Hippocastanum;Hästkastanj;Parkträd;2013-07-01
63.80355604358255, 20.315515027594138;Lövträd;Populus Trichocarpa Kiruna E;Jättepoppel Kiruna E;Parkträd;2022-05-22
63.84628799304996, 20.34182599831826;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.80450549846419, 20.34751333357423;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84264032765909, 20.277368486069086;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.625156171090005, 19.92226921310421;Lövträd;Betula Sp.;Björk;Parkträd;
63.827243692272305, 20.254467242037645;Lövträd;Betula Sp.;Björk;Gatuträd;
63.796789437359806, 20.30807163103498;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82212558457757, 20.29244972500606;Lövträd;Crataegus Sp;Hagtorn;Parkträd;
63.80779825152088, 20.181066594597144;Lövträd;Betula Sp.;Björk;Parkträd;
63.83243584241787, 20.26750174518032;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81853771122916, 20.263740129805083;Barrträd;Picea Abies;Gran;Parkträd;
63.792807203483136, 20.31108823437646;Barrträd;Picea Abies;Gran;Parkträd;2009-09-01
63.839070846667276, 20.202004636982704;Lövträd;Betula Sp.;Björk;Parkträd;
63.83590302490818, 20.22661475216947;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.85114934438388, 20.30493294548007;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83197241291523, 20.236643604948217;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.629513470890224, 19.908939165815266;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80396999270278, 20.374474996671676;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.841416726269706, 20.32298221209321;Lövträd;Betula Sp.;Björk;Parkträd;
63.838123290698704, 20.32461296918196;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.816909970320516, 20.187239103388954;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.840819677435285, 20.220932147236024;Lövträd;Betula Sp.;Björk;Parkträd;
63.83235791398183, 20.23937215051079;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81723332429864, 20.25055271862847;Lövträd;Betula Sp.;Björk;Parkträd;
63.798416571496524, 20.317798918044435;Lövträd;Betula Sp.;Björk;Parkträd;
63.80833284943068, 20.184187522534714;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.880816795125405, 20.308232613936166;Lövträd;Betula Sp.;Björk;Parkträd;
63.818602994112204, 20.293921997676968;Lövträd;Betula Sp.;Björk;Parkträd;2013-07-01
63.80277906114327, 20.36791265109894;Lövträd;Betula Sp.;Björk;Parkträd;
63.82632233719647, 20.283600252799097;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.837432145374954, 20.2707456182147;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.836103678591535, 20.228542697679067;Lövträd;Betula Sp.;Björk;Parkträd;
63.83530860478141, 20.277932375842795;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.82521364441661, 20.288185144705547;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83937080757702, 20.27476731934815;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81887963446686, 20.264817669228968;Lövträd;Sorbus Intermedia;Oxel;Parkträd;
63.81329971253851, 20.214671737940325;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.820439773260524, 20.23446137629744;Lövträd;Betula Sp.;Björk;Parkträd;
63.81565074619809, 20.219755897859876;Lövträd;Betula Sp.;Björk;Parkträd;
63.83341625373794, 20.254746582859134;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83715986339103, 20.271757781517532;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82121799590188, 20.280347998404086;Lövträd;Populus Balsamifera;Balsampoppel;Parkträd;
63.81702672614592, 20.241798330413566;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.825214876342635, 20.26696135911688;Lövträd;Tilia Cordata;Skogslind;Gatuträd;
63.8198445409697, 20.293897238797523;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82796981038932, 20.244902794894333;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.6235376967933, 19.909238542171945;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.712063996379506, 20.384145634510457;Lövträd;Populus Tremula;Asp;Parkträd;
63.8171947618415, 20.26328272911481;Lövträd;Betula Sp.;Björk;Parkträd;
63.81755758595406, 20.290748151928106;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83813838545933, 20.21458361555353;Lövträd;Salix Caprea;Sälg;Parkträd;
63.812545348015554, 20.300585938167153;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83202975744605, 20.278697480416294;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.838257486008196, 20.273296010685087;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81063622064324, 20.341000689948835;Lövträd;Betula Sp.;Björk;Parkträd;
63.837930185125245, 20.215522853983842;Lövträd;Betula Sp.;Björk;Parkträd;
63.81522723890536, 20.247001273081228;Lövträd;Betula Sp.;Björk;Parkträd;
63.71325699396608, 20.35968199922994;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.8033829937228, 20.31334899761621;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.8475883541735, 20.30570920071756;Lövträd;Betula Sp.;Björk;Parkträd;
63.82575546521171, 20.269543927717855;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2016-05-30
63.81235164584778, 20.310152063644548;Lövträd;Aesculus Hippocastanum;Hästkastanj;Gatuträd;2010-07-01
63.826589994790744, 20.251136997470148;Lövträd;Sorbus Austriaca Fk. Gottsunda E;Österrikisk Oxel Fk. Gottsund;Parkträd;2013-07-01
63.817632995116625, 20.292216998364186;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2013-07-01
63.83656377423356, 20.155546033018627;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82462681435131, 20.26879546769521;;;;;
63.83223409618279, 20.239377389684655;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81877630498407, 20.281835519201184;Lövträd;Salix Alba;Vitpil;Parkträd;
63.83565052828247, 20.23371554746661;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2017-06-14
63.86326884732469, 20.3049948461007;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83497374646822, 20.318365828907105;Lövträd;Betula Sp.;Björk;Parkträd;
63.63437828851294, 19.91162384481326;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.703937756785926, 20.369415156180356;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79117220548887, 20.31284826228281;Barrträd;Picea Abies;Gran;Parkträd;2009-09-01
63.819175391949706, 20.21812499300794;Lövträd;Betula Sp.;Björk;Parkträd;
63.82677678857828, 20.27194077568981;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.62785921377927, 19.908809262080382;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.846941995195124, 20.293646995365954;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.840462979490404, 20.2397444138519;Lövträd;Betula Sp.;Björk;Parkträd;
63.831707609620885, 20.230818397853305;Lövträd;Populus Tremula;Asp;Parkträd;
63.61275536519705, 19.907831785276695;Lövträd;Betula Sp.;Björk;Parkträd;
63.83541799414828, 20.196021999377756;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.901771946818634, 20.552279359357915;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82524564327025, 20.272533843447206;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83861687211753, 20.227526189872428;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82259681884788, 20.276683463563757;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83461078633594, 20.194095890405986;Lövträd;Betula Sp.;Björk;Parkträd;
63.81181239885692, 20.270755915823504;Lövträd;Betula Sp.;Björk;Parkträd;
63.82564916752738, 20.252325139298936;Lövträd;Betula Sp.;Björk;Parkträd;
63.80054308429927, 20.307112492177623;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.878629653080054, 20.3069891342345;Lövträd;Betula Sp.;Björk;Parkträd;
63.81731082148025, 20.218907945655026;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81179802987497, 20.314560925656757;Lövträd;Tilia Cordata;Skogslind;Gatuträd;
63.806691770599194, 20.314458161397784;Lövträd;Betula Sp.;Björk;Parkträd;
63.83779337216446, 20.271972816117415;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82497849192239, 20.28847382917093;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.858939490581115, 20.32498833832748;Lövträd;Betula Sp.;Björk;Parkträd;
63.83449889989596, 20.316889010267438;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85839218908389, 20.33831689794183;Lövträd;Prunus Maackii;Näverhägg;Parkträd;2011-07-01
63.70493774815552, 20.314634252668746;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83309406438091, 20.261107583915493;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80695471344325, 20.322541258351112;Lövträd;Quercus Rubra;Rödek;Parkträd;2022-05-22
63.70500573942471, 20.36207303671711;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83556087708258, 20.203479968693873;Lövträd;Salix Alba;Vitpil;Parkträd;
63.84561199528662, 20.341912997559987;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.83250174116154, 20.24215144741502;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.85488020231493, 20.3192357892048;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.61351494713356, 19.90725834832968;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831719217337984, 20.237725436015733;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.699401152969926, 20.35753790156637;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81772276561527, 20.285668281075218;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83899041273264, 20.190324781126595;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83181797936699, 20.227171820002983;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2011-07-01
63.82957758411168, 20.312979941291548;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83351849253785, 20.316091980458715;Lövträd;Betula Sp.;Björk;Parkträd;
63.62916799636175, 19.911434997562466;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83197234969222, 20.24183134932854;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8384909446844, 20.233923092707187;Lövträd;Betula Sp.;Björk;Parkträd;
63.83717289700312, 20.154703760865377;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83098410586235, 20.24534916642768;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.90422003661897, 20.545992334296;Lövträd;Betula Sp.;Björk;Parkträd;
63.82223738869382, 20.300515874756293;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83592650760863, 20.15065886254867;Lövträd;Salix Alba;Vitpil;Parkträd;
63.82959099495989, 20.266037996591034;Lövträd;Tilia Europaea Euchlora;Glanslind;Gatuträd;2022-05-23
63.821712174888305, 20.290437041064035;Lövträd;Alnus Glutinosa;Klibbal;Parkträd;
63.855534451363525, 20.31813917092791;Lövträd;Betula Sp.;Björk;Parkträd;
63.83252880199483, 20.231796855766706;Lövträd;Alnus Incana Fk Deje E;Gråal;Parkträd;2011-07-01
63.82129090199982, 20.28189866340401;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.833395694206246, 20.230277951135882;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.84586324789221, 20.29923924010585;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.8364411699132, 20.332021049469276;Lövträd;Betula Sp.;Björk;Gatuträd;
63.852223840956675, 20.31253250685208;Lövträd;Betula Sp.;Björk;Parkträd;
63.83163328936549, 20.165149480356206;;;;;
63.82602459628583, 20.27368401892516;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2014-08-31
63.712008863244996, 20.386197371516804;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80199057464972, 20.31384327423638;Lövträd;Betula Sp.;Björk;Parkträd;
63.832439174600516, 20.24337129319263;Lövträd;Populus Tremula;Asp;Parkträd;
63.81955390999816, 20.26483058664402;Lövträd;Salix Alba;Vitpil;Parkträd;
63.84727250181868, 20.213303538694593;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84901257687301, 20.30812628043874;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.851066636047044, 20.30674571293824;Lövträd;Betula Sp.;Björk;Parkträd;
63.845033192478034, 20.279987766220174;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80895721380534, 20.374699885672026;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.82282910904583, 20.299513462329116;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84548651216411, 20.228233430560152;Lövträd;Betula Sp.;Björk;Parkträd;
63.8076113917728, 20.19885696761116;Lövträd;Betula Sp.;Björk;Gatuträd;
63.81916221459104, 20.24929296438619;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.622664740253384, 19.91342996197729;Lövträd;Betula Sp.;Björk;Parkträd;
63.84922154615708, 20.30298491608845;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83824797404969, 20.217013410958824;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.84372295644759, 20.322869156792557;Lövträd;Populus Tremula;Asp;Parkträd;
63.86652073360706, 20.304200026262283;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.71464925071332, 20.384351795585278;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82660063484093, 20.26028669725841;Lövträd;Betula Sp.;Björk;Gatuträd;
63.79841560787781, 20.317360212896887;Lövträd;Betula Sp.;Björk;Parkträd;
63.84136780794574, 20.32354634880607;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.838574561889224, 20.216592307523555;Lövträd;Betula Sp.;Björk;Parkträd;
63.82709398729602, 20.271773639810757;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.62861483834152, 19.91817547367759;Lövträd;Salix Alba;Vitpil;Parkträd;
63.8396851362256, 20.228186619149746;Lövträd;Betula Sp.;Björk;Parkträd;
